,priceSpecification.price,itemOffered.brand,itemOffered.fuelType,itemOffered.mileageFromOdometer.value,0,1,2,3,year,model,version,page
28,99900,Nissan,Diesel,299000,Nissan,Patrol,,,2000,Patrol,,23
29,26900,Toyota,Benzyna,220000,Toyota,RAV4,,,2000,RAV4,,23
30,7444,Seat,Benzyna,189000,Seat,Leon,1.6,Sport,2000,Leon,1.6,23
31,37900,BMW,Benzyna,193000,BMW,Z3,2.0,,2000,Z3,2.0,23
0,19999,Lincoln,Benzyna,186555,Lincoln,Town,Car,4.6,2000,Town,Car,6
1,8999,Suzuki,Benzyna+LPG,274400,Suzuki,Grand,Vitara,2.5,2000,Grand,Vitara,6
2,14900,Audi,Benzyna+LPG,358000,Audi,TT,Coupe,1.8T,2000,TT,Coupe,6
3,59000,Jeep,Benzyna,227000,Jeep,Grand,Cherokee,4.7,2000,Grand,Cherokee,6
4,6500,Audi,Diesel,174632,Audi,A6,,,2000,A6,,6
5,10900,Fiat,Benzyna,16152,Fiat,Seicento,S,,2000,Seicento,S,6
6,4000,Smart,Benzyna,168000,Smart,Fortwo,,,2000,Fortwo,,6
7,3800,Renault,Benzyna,190000,Renault,Kangoo,1.4,RXE,2000,Kangoo,1.4,6
8,5900,Fiat,Benzyna,73500,Fiat,Punto,,,2000,Punto,,6
9,8000,Polonez,Benzyna+LPG,120695,Polonez,Caro,,,2000,Caro,,6
10,5200,Volkswagen,Benzyna,100000,Volkswagen,Golf,,,2000,Golf,,6
11,23500,Nissan,Benzyna+LPG,300000,Nissan,Navara,,,2000,Navara,,6
12,5800,Saab,Benzyna+LPG,453526,Saab,9-5,Kombi,Aero,2000,9-5,Kombi,6
13,7200,Volkswagen,Benzyna,125000,Volkswagen,Golf,,,2000,Golf,,6
14,13995,Land Rover,Diesel,321000,Land,Rover,Freelander,2.0,2000,Freelander,2.0,6
15,6900,Renault,Benzyna,206000,Renault,Scenic,,,2000,Scenic,,6
16,3400,Hyundai,Benzyna,97000,Hyundai,Atos,1.0,GL,2000,Atos,1.0,6
17,2500,Alfa Romeo,Diesel,315000,Alfa,Romeo,156,1.9,2000,Romeo,156,6
18,59000,Cadillac,Benzyna,240000,Cadillac,Deville,,,2000,Deville,,6
19,200000,Porsche,Benzyna,90000,Porsche,911,Carrera,,2000,911,Carrera,6
20,5200,Mercedes-Benz,Benzyna,190000,Mercedes-Benz,Klasa,C,200,2000,C,200,6
21,11111,BMW,Benzyna,2380000,BMW,Seria,3,,2000,3,,6
22,29000,Toyota,Benzyna,205600,Toyota,MR2,1.8,VVT-i,2000,MR2,1.8,6
23,22800,Audi,Benzyna,120000,Audi,TT,,,2000,TT,,6
24,10900,Audi,Benzyna+LPG,329000,Audi,A3,,,2000,A3,,6
25,4500,Opel,Benzyna,290000,Opel,Astra,,,2000,Astra,,6
26,10900,Jaguar,Benzyna+LPG,276000,Jaguar,S-Type,3.0,V6,2000,S-Type,3.0,6
27,7000,Opel,Benzyna,174000,Opel,Astra,,,2000,Astra,,6
28,6000,Suzuki,Benzyna,198486,Suzuki,Ignis,1.3,,2000,Ignis,1.3,6
29,3750,Seat,Benzyna,190000,Seat,Ibiza,,,2000,Ibiza,,6
30,3000,Škoda,Benzyna,109000,Škoda,Felicia,1.3,X,2000,Felicia,1.3,6
31,2300,Mercedes-Benz,Diesel,240000,Mercedes-Benz,Klasa,A,,2000,A,,6
0,18600,Toyota,Benzyna,170000,Toyota,RAV4,2.0,VVT-i,2000,RAV4,2.0,13
1,6500,Volkswagen,Benzyna,215955,Volkswagen,New,Beetle,2.0,2000,New,Beetle,13
2,5700,Seat,Benzyna,180000,Seat,Leon,,,2000,Leon,,13
3,14999,BMW,Benzyna,265000,BMW,Seria,3,323Ci,2000,3,323Ci,13
4,5999,Volkswagen,Benzyna,267777,Volkswagen,New,Beetle,2.0,2000,New,Beetle,13
5,10800,Volvo,Benzyna+LPG,320535,Volvo,V70,,,2000,V70,,13
6,4900,Volvo,Benzyna,349000,Volvo,S40,2.0,,2000,S40,2.0,13
7,6999,Volkswagen,Benzyna,170000,Volkswagen,Golf,IV,1.4,2000,Golf,IV,13
8,5250,Volkswagen,Benzyna,205272,Volkswagen,Golf,IV,1.4,2000,Golf,IV,13
9,26499,Mercedes-Benz,Diesel,288000,Mercedes-Benz,Klasa,V,220,2000,V,220,13
10,6500,Toyota,Benzyna,249642,Toyota,Corolla,,,2000,Corolla,,13
11,5499,BMW,Diesel,399600,BMW,Seria,5,,2000,5,,13
12,2000,Daewoo,Benzyna,209318,Daewoo,Tico,800,New,2000,Tico,800,13
13,6000,Audi,Diesel,339837,Audi,A6,,,2000,A6,,13
14,6500,Honda,Benzyna+LPG,369500,Honda,Accord,1.8i,ES,2000,Accord,1.8i,13
15,5800,Chrysler,Benzyna+LPG,290000,Chrysler,PT,Cruiser,2.0i,2000,PT,Cruiser,13
16,8800,Volvo,Benzyna,336000,Volvo,V70,2.4,,2000,V70,2.4,13
17,6500,Audi,Diesel,363694,Audi,A4,,,2000,A4,,13
18,1500,Honda,Benzyna,200000,Honda,Civic,1.4i,S,2000,Civic,1.4i,13
19,36600,Volkswagen,Diesel,479615,Volkswagen,Multivan,,,2000,Multivan,,13
20,23000,Land Rover,Benzyna,309000,Land,Rover,Range,Rover,2000,Range,Rover,13
21,2400,Renault,Benzyna,263400,Renault,Megane,,,2000,Megane,,13
22,49900,BMW,Benzyna,330125,BMW,Z3,,,2000,Z3,,13
23,5500,Opel,Benzyna,222000,Opel,Astra,1.6,GL,2000,Astra,1.6,13
24,15900,BMW,Benzyna+LPG,198000,BMW,Seria,3,,2000,3,,13
25,18989,Audi,Benzyna+LPG,185000,Audi,TT,Roadster,1.8T,2000,TT,Roadster,13
26,4400,Renault,Benzyna,167000,Renault,Megane,1.4,RN,2000,Megane,1.4,13
27,4200,Volkswagen,Benzyna,150000,Volkswagen,Golf,IV,2.0,2000,Golf,IV,13
28,8200,BMW,Benzyna,228000,BMW,Seria,3,318Ci,2000,3,318Ci,13
29,6400,Seat,Benzyna+LPG,263000,Seat,Leon,1.8,Sport,2000,Leon,1.8,13
30,9000,BMW,Benzyna+LPG,417000,BMW,Seria,3,330i,2000,3,330i,13
31,6900,Volkswagen,Benzyna,135000,Volkswagen,Polo,,,2000,Polo,,13
0,25900,Toyota,Diesel,480000,Toyota,Land,Cruiser,KJ95,2000,Land,Cruiser,8
1,55000,Subaru,Benzyna,210000,Subaru,WRX,,,2000,WRX,,8
2,6700,Suzuki,Benzyna,113000,Suzuki,Ignis,,,2000,Ignis,,8
3,19900,Audi,Benzyna,310000,Audi,S6,Avant,4.2,2000,S6,Avant,8
4,8300,Audi,Benzyna,261237,Audi,A2,1.4,,2000,A2,1.4,8
5,7600,Volkswagen,Benzyna,239000,Volkswagen,Golf,IV,1.6,2000,Golf,IV,8
6,11900,Audi,Benzyna,281000,Audi,A3,,,2000,A3,,8
7,26400,Toyota,Diesel,250000,Toyota,Land,Cruiser,KJ90,2000,Land,Cruiser,8
8,22000,Toyota,Diesel,300654,Toyota,Hiace,,,2000,Hiace,,8
9,2650,Hyundai,Benzyna,152986,Hyundai,Atos,1.0,GL,2000,Atos,1.0,8
10,11000,BMW,Benzyna,167000,BMW,Seria,3,316i,2000,3,316i,8
11,9000,Škoda,Benzyna,228000,Škoda,Octavia,1.8T,L&K,2000,Octavia,1.8T,8
12,14900,Mercedes-Benz,Benzyna,145000,Mercedes-Benz,CLK,200,,2000,CLK,200,8
13,7900,Audi,Benzyna,232586,Audi,A4,,,2000,A4,,8
14,20900,Mitsubishi,Benzyna,273000,Mitsubishi,Pajero,3.5,V6,2000,Pajero,3.5,8
15,7500,Toyota,Diesel,324000,Toyota,Avensis,2.0,D-4D,2000,Avensis,2.0,8
16,4600,Volkswagen,Benzyna+LPG,320358,Volkswagen,Golf,,,2000,Golf,,8
17,7600,Volkswagen,Benzyna,270000,Volkswagen,Golf,,,2000,Golf,,8
18,8900,Audi,Benzyna,247000,Audi,A6,,,2000,A6,,8
19,6500,Volkswagen,Diesel,310000,Volkswagen,Bora,1.9,TDI,2000,Bora,1.9,8
20,1699,Alfa Romeo,Benzyna,185250,Alfa,Romeo,156,2.0,2000,Romeo,156,8
21,5500,Toyota,Benzyna,306000,Toyota,Corolla,1.6,Terra1,2000,Corolla,1.6,8
22,2999,Opel,Diesel,359200,Opel,Astra,II,1.7,2000,Astra,II,8
23,2950,Renault,Diesel,200000,Renault,Laguna,1.9,dTi,2000,Laguna,1.9,8
24,9900,Audi,Benzyna,207337,Audi,A2,1.4,,2000,A2,1.4,8
25,19000,Lexus,Benzyna,188000,Lexus,IS,200,Classic,2000,IS,200,8
26,5000,Volkswagen,Diesel,330000,Volkswagen,Sharan,,,2000,Sharan,,8
27,7000,Audi,Diesel,251276,Audi,A3,,,2000,A3,,8
28,2300,Nissan,Benzyna+LPG,265128,Nissan,Primera,,,2000,Primera,,8
29,6700,Peugeot,Benzyna,188683,Peugeot,206,2.0,Grand,2000,206,2.0,8
30,11900,Audi,Benzyna,270000,Audi,TT,Roadster,1.8T,2000,TT,Roadster,8
31,9999,BMW,Benzyna+LPG,430000,BMW,Seria,5,523i,2000,5,523i,8
0,49900,Mercedes-Benz,Benzyna,175300,Mercedes-Benz,CL,,,2000,CL,,7
1,3300,Seat,Diesel,366000,Seat,Leon,1.9,TDI,2000,Leon,1.9,7
2,17800,Audi,Benzyna+LPG,138000,Audi,TT,Coupe,1.8T,2000,TT,Coupe,7
3,9500,Audi,Diesel,349000,Audi,A3,1.9,TDI,2000,A3,1.9,7
4,5800,Polonez,Benzyna,55000,Polonez,Caro,,,2000,Caro,,7
5,4600,BMW,Benzyna,320000,BMW,Seria,3,316i,2000,3,316i,7
6,27900,Mazda,Diesel,332800,Mazda,Seria,B,2500,2000,B,2500,7
7,9400,Škoda,Diesel,256400,Škoda,Octavia,1.9,TDI,2000,Octavia,1.9,7
8,7000,Volkswagen,Diesel,257700,Volkswagen,New,Beetle,1.9,2000,New,Beetle,7
9,10000,Volkswagen,Diesel,143133,Volkswagen,Passat,,,2000,Passat,,7
10,9500,Suzuki,Benzyna,198300,Suzuki,Grand,Vitara,2.0,2000,Grand,Vitara,7
11,13000,Audi,Benzyna+LPG,327000,Audi,A6,,,2000,A6,,7
12,3500,Seat,Benzyna,218501,Seat,Cordoba,1.4,SE,2000,Cordoba,1.4,7
13,12000,Volkswagen,Diesel,269821,Volkswagen,Transporter,,,2000,Transporter,,7
14,29900,BMW,Benzyna+LPG,227000,BMW,Seria,5,523i,2000,5,523i,7
15,5500,Audi,Benzyna,181000,Audi,A3,,,2000,A3,,7
16,2500,Citroën,Diesel,220000,Citroën,Xsara,,,2000,Xsara,,7
17,2999,Daewoo,Benzyna,144000,Daewoo,Matiz,Life,,2000,Matiz,Life,7
18,15500,Mercedes-Benz,Diesel,182622,Mercedes-Benz,Klasa,E,,2000,E,,7
19,9000,Volkswagen,Diesel,366920,Volkswagen,Golf,IV,1.9,2000,Golf,IV,7
20,6900,Renault,Benzyna,173000,Renault,Megane,,,2000,Megane,,7
21,6000,Volkswagen,Diesel,329000,Volkswagen,Passat,1.9,TDI,2000,Passat,1.9,7
22,9000,Audi,Diesel,336094,Audi,A6,,,2000,A6,,7
23,6500,Audi,Benzyna,235509,Audi,A3,,,2000,A3,,7
24,9000,Volkswagen,Benzyna,261784,Volkswagen,Golf,IV,1.6,2000,Golf,IV,7
25,21500,Opel,Diesel,280000,Opel,Campo,3.1TD,4x4,2000,Campo,3.1TD,7
26,4999,Opel,Diesel,279000,Opel,Astra,II,2.0,2000,Astra,II,7
27,15000,BMW,Benzyna+LPG,276400,BMW,Seria,3,320Ci,2000,3,320Ci,7
28,16900,Toyota,Benzyna,207325,Toyota,Celica,1.8,VVT-i,2000,Celica,1.8,7
29,16300,Alfa Romeo,Benzyna,230000,Alfa,Romeo,GTV,,2000,Romeo,GTV,7
30,2700,Honda,Benzyna,197000,Honda,Civic,1.4i,S,2000,Civic,1.4i,7
31,15800,BMW,Diesel,417000,BMW,Seria,5,,2000,5,,7
0,9600,Volvo,Benzyna,389000,Volvo,S80,2.9,,2000,S80,2.9,12
1,4400,Seat,Benzyna,199000,Seat,Ibiza,1.4i,Select,2000,Ibiza,1.4i,12
2,7900,Škoda,Benzyna+LPG,214907,Škoda,Octavia,1.6,GLX,2000,Octavia,1.6,12
3,27999,Suzuki,Benzyna,84000,Suzuki,Jimny,,,2000,Jimny,,12
4,1900,Fiat,Benzyna,150000,Fiat,Punto,1.2,8V,2000,Punto,1.2,12
5,15500,BMW,Diesel,340204,BMW,Seria,7,740d,2000,7,740d,12
6,5150,Volkswagen,Benzyna+LPG,337133,Volkswagen,Passat,1.8,,2000,Passat,1.8,12
7,5950,Mercedes-Benz,Benzyna,120000,Mercedes-Benz,Klasa,A,160,2000,A,160,12
8,4600,Peugeot,Benzyna,161000,Peugeot,106,1.1,Classic,2000,106,1.1,12
9,14900,Volvo,Benzyna,256900,Volvo,C70,,,2000,C70,,12
10,62000,Jeep,Benzyna,230000,Jeep,Wrangler,,,2000,Wrangler,,12
11,8900,Volkswagen,Diesel,249000,Volkswagen,Beetle,,,2000,Beetle,,12
12,6500,Audi,Benzyna,297000,Audi,A4,Avant,1.8,2000,A4,Avant,12
13,4500,Renault,Benzyna,164500,Renault,Clio,1.4i,RT,2000,Clio,1.4i,12
14,4500,Seat,Benzyna,229121,Seat,Toledo,1.6,Basic,2000,Toledo,1.6,12
15,2499,Fiat,Benzyna+LPG,260000,Fiat,Seicento,S,,2000,Seicento,S,12
16,8900,Mercedes-Benz,Diesel,312000,Mercedes-Benz,Klasa,E,320,2000,E,320,12
17,5300,BMW,Diesel,323000,BMW,Seria,3,330d,2000,3,330d,12
18,6500,Audi,Benzyna+LPG,290560,Audi,A6,,,2000,A6,,12
19,34600,Audi,Benzyna,98500,Audi,TT,Roadster,1.8T,2000,TT,Roadster,12
20,8900,Fiat,Benzyna,87196,Fiat,126,elx,Maluch,2000,126,elx,12
21,7900,Peugeot,Benzyna,194655,Peugeot,607,3.0,Pack,2000,607,3.0,12
22,6900,Volkswagen,Benzyna,309775,Volkswagen,New,Beetle,1.6,2000,New,Beetle,12
23,10500,Honda,Benzyna+LPG,281000,Honda,Prelude,2.0,L,2000,Prelude,2.0,12
24,8800,Renault,Benzyna,105000,Renault,Clio,1.4i,RT,2000,Clio,1.4i,12
25,20500,Audi,Diesel,252761,Audi,A8,,,2000,A8,,12
26,17900,Suzuki,Benzyna,234000,Suzuki,Grand,Vitara,2.5,2000,Grand,Vitara,12
27,98000,BMW,Benzyna,293000,BMW,Seria,3,328i,2000,3,328i,12
28,8000,Mitsubishi,Benzyna+LPG,314594,Mitsubishi,Galant,2.5,V6,2000,Galant,2.5,12
29,18500,Toyota,Benzyna,171074,Toyota,Celica,,,2000,Celica,,12
30,15900,BMW,Benzyna,238100,BMW,Seria,3,320i,2000,3,320i,12
31,4700,Honda,Benzyna+LPG,322300,Honda,Accord,,,2000,Accord,,12
0,11500,Volkswagen,Benzyna,268000,Volkswagen,Sharan,1.8T,Comfortline,2000,Sharan,1.8T,25
1,13900,Mercedes-Benz,Benzyna,215000,Mercedes-Benz,CLK,200,Kompressor,2000,CLK,200,25
2,3000,Mitsubishi,Benzyna,202850,Mitsubishi,Space,Runner,2.4,2000,Space,Runner,25
3,10500,Audi,Benzyna+LPG,325000,Audi,A3,,,2000,A3,,25
4,17999,Volvo,Benzyna,262000,Volvo,V70,,,2000,V70,,25
5,19900,Mercedes-Benz,Benzyna,123215,Mercedes-Benz,CLK,320,,2000,CLK,320,25
6,8499,Volkswagen,Benzyna,250000,Volkswagen,New,Beetle,2.0,2000,New,Beetle,25
7,26000,BMW,Benzyna,250000,BMW,Seria,3,,2000,3,,25
8,7000,Audi,Diesel,387500,Audi,A3,,,2000,A3,,25
9,8500,BMW,Benzyna,271387,BMW,Seria,5,523i,2000,5,523i,25
10,19900,Mercedes-Benz,Benzyna,119000,Mercedes-Benz,SLK,200,Kompressor,2000,SLK,200,25
11,36900,Jeep,Benzyna+LPG,120000,Jeep,Cherokee,4.0,Limited,2000,Cherokee,4.0,25
12,9900,Volkswagen,Benzyna,140000,Volkswagen,New,Beetle,1.6,2000,New,Beetle,25
13,34000,Mitsubishi,Benzyna,234000,Mitsubishi,Pajero,,,2000,Pajero,,25
14,3500,Fiat,Diesel,246000,Fiat,Punto,1.9,JTD,2000,Punto,1.9,25
15,14900,Subaru,Benzyna,280000,Subaru,OUTBACK,,,2000,OUTBACK,,25
16,13999,BMW,Benzyna,337000,BMW,Seria,3,323i,2000,3,323i,25
17,11400,BMW,Benzyna,265000,BMW,Seria,3,,2000,3,,25
18,8900,Audi,Benzyna,177286,Audi,A4,Avant,1.8,2000,A4,Avant,25
19,7500,Smart,Benzyna,114768,Smart,Fortwo,,,2000,Fortwo,,25
20,2600,Peugeot,Benzyna,106200,Peugeot,206,1.1,Husky,2000,206,1.1,25
21,18999,BMW,Benzyna,232500,BMW,Seria,3,,2000,3,,25
22,17000,Fiat,Benzyna,50000,Fiat,126,,,2000,126,,25
23,14900,Volvo,Benzyna,115000,Volvo,C70,,,2000,C70,,25
24,18900,Mercedes-Benz,Benzyna+LPG,254000,Mercedes-Benz,CLK,,,2000,CLK,,25
25,2750,Volkswagen,Benzyna,142300,Volkswagen,Lupo,1.0,Comfortline,2000,Lupo,1.0,25
26,8900,Peugeot,Benzyna+LPG,298000,Peugeot,607,3.0,Pack,2000,607,3.0,25
27,42000,Toyota,Diesel,350000,Toyota,Hilux,4WD,DLX,2000,Hilux,4WD,25
28,3900,Volkswagen,Benzyna,287000,Volkswagen,Lupo,,,2000,Lupo,,25
29,13900,Honda,Benzyna,127000,Honda,Shuttle,2.3i,LS,2000,Shuttle,2.3i,25
30,25600,Volvo,Benzyna,155000,Volvo,S60,2.3,T5,2000,S60,2.3,25
31,24900,Jeep,Benzyna,176000,Jeep,Grand,Cherokee,4.7,2000,Grand,Cherokee,25
0,8500,Volkswagen,Benzyna,193000,Volkswagen,Lupo,,,2000,Lupo,,2
1,14000,Opel,Diesel,385450,Opel,Frontera,2.2,DTI,2000,Frontera,2.2,2
2,3700,Ford,Diesel,285000,Ford,Focus,1.8,TDDi,2000,Focus,1.8,2
3,9900,Volkswagen,Benzyna,159600,Volkswagen,Golf,IV,1.6,2000,Golf,IV,2
4,18900,Jaguar,Benzyna,115000,Jaguar,S-Type,3.0,V6,2000,S-Type,3.0,2
5,65900,Audi,Benzyna,338000,Audi,S4,,,2000,S4,,2
6,12500,Audi,Benzyna+LPG,225498,Audi,A3,,,2000,A3,,2
7,2700,Škoda,Benzyna+LPG,138000,Škoda,Felicia,1.6,LX,2000,Felicia,1.6,2
8,13900,SsangYong,Diesel,220000,SsangYong,Korando,661,L-4WD,2000,Korando,661,2
9,5500,Mercedes-Benz,Benzyna,183000,Mercedes-Benz,Klasa,A,160,2000,A,160,2
10,7700,BMW,Diesel,329000,BMW,Seria,5,525d,2000,5,525d,2
11,11900,Honda,Benzyna,163000,Honda,Civic,1.6i,LS,2000,Civic,1.6i,2
12,4590,Rover,Benzyna+LPG,215000,Rover,75,,,2000,75,,2
13,2200,Ford,Diesel,99757,Ford,Focus,1.8,TDDi,2000,Focus,1.8,2
14,2650,Volkswagen,Benzyna,320000,Volkswagen,Passat,2.3,V5,2000,Passat,2.3,2
15,39000,Audi,Benzyna,395500,Audi,S6,Avant,4.2,2000,S6,Avant,2
16,3300,Opel,Benzyna,147280,Opel,Corsa,1.2,City,2000,Corsa,1.2,2
17,13500,Chrysler,Benzyna,109700,Chrysler,Stratus,LE,2.0,2000,Stratus,LE,2
18,8900,Volkswagen,Diesel,471414,Volkswagen,Passat,1.9,TDI,2000,Passat,1.9,2
19,15999,Lincoln,Benzyna+LPG,314000,Lincoln,Navigator,5.4,4WD,2000,Navigator,5.4,2
20,4900,BMW,Benzyna,441000,BMW,Seria,5,520i,2000,5,520i,2
21,24900,BMW,Diesel,257941,BMW,Seria,3,330d,2000,3,330d,2
22,2500,Nissan,Diesel,272000,Nissan,Almera,II,2.2,2000,Almera,II,2
23,14500,BMW,Diesel,284000,BMW,Seria,3,330d,2000,3,330d,2
24,5300,Volkswagen,Diesel,484000,Volkswagen,Golf,IV,1.9,2000,Golf,IV,2
25,32900,BMW,Benzyna,176000,BMW,Seria,3,,2000,3,,2
26,33900,Audi,Benzyna,114000,Audi,Cabriolet,,,2000,Cabriolet,,2
27,35000,Mercedes-Benz,Benzyna,306000,Mercedes-Benz,CL,500,,2000,CL,500,2
28,28000,BMW,Benzyna,298000,BMW,Seria,7,740i,2000,7,740i,2
29,2000,Fiat,Benzyna,47375,Fiat,Seicento,,,2000,Seicento,,2
30,5900,Audi,Benzyna,239000,Audi,A3,,,2000,A3,,2
31,4000,Volkswagen,Diesel,344597,Volkswagen,Golf,IV,1.9,2000,Golf,IV,2
0,7000,Audi,Diesel,323297,Audi,A4,Avant,1.9,2000,A4,Avant,28
1,5100,Audi,Diesel,376750,Audi,A3,,,2000,A3,,28
2,17220,Volkswagen,Diesel,404000,Volkswagen,Transporter,,,2000,Transporter,,28
3,7900,BMW,Benzyna,301000,BMW,Seria,3,,2000,3,,28
4,199000,Aston Martin,Benzyna,75000,Aston,Martin,DB7,,2000,Martin,DB7,28
5,8900,Toyota,Benzyna,210000,Toyota,Yaris,Verso,1.3,2000,Yaris,Verso,28
6,18450,Hyundai,Diesel,164000,Hyundai,Galloper,,,2000,Galloper,,28
7,45900,BMW,Diesel,255000,BMW,Seria,7,730d,2000,7,730d,28
8,15500,Audi,Benzyna,256700,Audi,TT,Coupe,1.8T,2000,TT,Coupe,28
9,3699,Fiat,Benzyna,213654,Fiat,Punto,1.2,16V,2000,Punto,1.2,28
10,8999,Volkswagen,Benzyna,190000,Volkswagen,New,Beetle,2.0,2000,New,Beetle,28
11,18600,Toyota,Benzyna,172101,Toyota,Celica,,,2000,Celica,,28
12,16500,Cadillac,Benzyna,169150,Cadillac,Seville,4.6,SLS,2000,Seville,4.6,28
13,3900,Seat,Benzyna,248000,Seat,Arosa,1.4,Comfort,2000,Arosa,1.4,28
14,6700,Renault,Benzyna,190000,Renault,Megane,Cabrio,1.6,2000,Megane,Cabrio,28
15,4500,Chrysler,Benzyna,242000,Chrysler,PT,Cruiser,2.0i,2000,PT,Cruiser,28
16,3900,Fiat,Benzyna,114000,Fiat,Seicento,,,2000,Seicento,,28
17,8400,Volkswagen,Benzyna,199000,Volkswagen,Sharan,2.0,Highline,2000,Sharan,2.0,28
18,3500,Opel,Benzyna,260000,Opel,Astra,,,2000,Astra,,28
19,29999,BMW,Benzyna+LPG,245000,BMW,X5,4.4i,,2000,X5,4.4i,28
20,5500,Audi,Benzyna,240000,Audi,A3,,,2000,A3,,28
21,7900,Subaru,Benzyna+LPG,259000,Subaru,Forester,2.0S,Turbo,2000,Forester,2.0S,28
22,8500,Audi,Benzyna,270000,Audi,A3,,,2000,A3,,28
23,11900,BMW,Benzyna,203000,BMW,Seria,5,,2000,5,,28
24,10500,BMW,Benzyna,168000,BMW,Seria,3,,2000,3,,28
25,1700,Opel,Benzyna+LPG,172000,Opel,Astra,,,2000,Astra,,28
26,2950,Seat,Benzyna+LPG,221500,Seat,Ibiza,1.4i,Select,2000,Ibiza,1.4i,28
27,19900,Volkswagen,Benzyna,181000,Volkswagen,Golf,IV,2.8,2000,Golf,IV,28
28,7600,BMW,Diesel,340000,BMW,Seria,3,320d,2000,3,320d,28
29,45990,Audi,Benzyna,200000,Audi,S4,Avant,2.7,2000,S4,Avant,28
30,1999,Renault,Benzyna+LPG,204197,Renault,Clio,1.4i,RT,2000,Clio,1.4i,28
31,7900,Opel,Benzyna,130000,Opel,Omega,2.2,Base,2000,Omega,2.2,28
0,5900,Seat,Diesel,273000,Seat,Toledo,1.9,TDI,2000,Toledo,1.9,35
1,2990,Volkswagen,Benzyna,160000,Volkswagen,Lupo,,,2000,Lupo,,35
2,37000,BMW,Benzyna,185000,BMW,Z3,2.0,,2000,Z3,2.0,35
3,1900,Volkswagen,Benzyna,185000,Volkswagen,Lupo,1.0,,2000,Lupo,1.0,35
4,4900,Škoda,Diesel,447000,Škoda,Fabia,1.9,TDI,2000,Fabia,1.9,35
5,21000,BMW,Benzyna,100000,BMW,Seria,3,330Ci,2000,3,330Ci,35
6,15500,Suzuki,Benzyna,151000,Suzuki,Grand,Vitara,,2000,Grand,Vitara,35
7,21000,Audi,Benzyna+LPG,249000,Audi,S8,4.2,Quattro,2000,S8,4.2,35
8,10900,Renault,Benzyna,160000,Renault,Safrane,,,2000,Safrane,,35
9,5900,Audi,Benzyna+LPG,245000,Audi,A6,,,2000,A6,,35
10,9700,Audi,Benzyna,230000,Audi,A4,Avant,1.8,2000,A4,Avant,35
11,49000,BMW,Benzyna,119000,BMW,Z3,2.0,,2000,Z3,2.0,35
12,190000,Aston Martin,Benzyna,27000,Aston,Martin,DB7,,2000,Martin,DB7,35
13,10500,BMW,Benzyna,274600,BMW,Seria,3,,2000,3,,35
14,3999,Renault,Benzyna,183753,Renault,Megane,1.6,Privilege,2000,Megane,1.6,35
15,64000,Toyota,Diesel,337682,Toyota,Land,Cruiser,,2000,Land,Cruiser,35
16,7900,Audi,Benzyna,198000,Audi,A4,Avant,2.8,2000,A4,Avant,35
17,61000,Lexus,Benzyna,260000,Lexus,LX,470,,2000,LX,470,35
18,3600,Renault,Benzyna,156000,Renault,Twingo,1.2,Authentique,2000,Twingo,1.2,35
19,7900,Audi,Benzyna,336400,Audi,A6,,,2000,A6,,35
20,56000,Toyota,Diesel,232000,Toyota,Land,Cruiser,,2000,Land,Cruiser,35
21,284900,Porsche,Benzyna,48000,Porsche,911,,,2000,911,,35
22,279584,BMW,Benzyna,65000,BMW,Z3,M,,2000,Z3,M,35
23,34900,Mercedes-Benz,Benzyna,206000,Mercedes-Benz,Klasa,S,600,2000,S,600,35
24,49500,Lexus,Benzyna,107950,Lexus,GS,300,,2000,GS,300,35
25,47970,Toyota,Diesel,359000,Toyota,Land,Cruiser,4.2,2000,Land,Cruiser,35
26,9850,Mercedes-Benz,Benzyna,236296,Mercedes-Benz,Klasa,E,280,2000,E,280,35
27,4990,Mitsubishi,Benzyna,125780,Mitsubishi,Colt,1600,GLX,2000,Colt,1600,35
28,17900,Suzuki,Benzyna,231000,Suzuki,Grand,Vitara,,2000,Grand,Vitara,35
29,3490,Chrysler,Benzyna,239000,Chrysler,300M,2.7,,2000,300M,2.7,35
30,11500,Saab,Benzyna,200000,Saab,9-3,,,2000,9-3,,35
31,23500,Lincoln,Benzyna+LPG,220100,Lincoln,Continental,4.6,,2000,Continental,4.6,35
0,3400,Renault,Benzyna,140700,Renault,Twingo,1.2,Authentique,2000,Twingo,1.2,26
1,13000,Audi,Benzyna,209000,Audi,A6,,,2000,A6,,26
2,7500,Mitsubishi,Benzyna,205000,Mitsubishi,Carisma,,,2000,Carisma,,26
3,7400,Volkswagen,Benzyna,240000,Volkswagen,Passat,1.8T,Comfortline,2000,Passat,1.8T,26
4,10900,Opel,Benzyna+LPG,313000,Opel,Astra,II,2.0,2000,Astra,II,26
5,4500,Audi,Diesel,347000,Audi,A4,Avant,1.9,2000,A4,Avant,26
6,4500,Volkswagen,Benzyna,206000,Volkswagen,Golf,,,2000,Golf,,26
7,10500,Opel,Benzyna+LPG,221000,Opel,Frontera,,,2000,Frontera,,26
8,17900,Volvo,Benzyna,247000,Volvo,XC,70,,2000,XC,70,26
9,17500,Audi,Benzyna+LPG,245000,Audi,TT,Coupe,1.8T,2000,TT,Coupe,26
10,1990,Opel,Benzyna,250000,Opel,Corsa,1.0,Swing,2000,Corsa,1.0,26
11,2000,Fiat,Benzyna,68688,Fiat,Seicento,Fun,/,2000,Seicento,Fun,26
